Identifier	Character	Dialogue	Filename	Line Number	Ren'Py Script
pathSun_b8c42c43	s	That's so inappropriate Chrys. Somebody could get hurt. And Cactus is an amazing guy! How could you stand hurting him like that?	game/script.rpy	1325	s "[what]"
pathSun_38cc0abe	s	...Okay.	game/script.rpy	1329	s "[what]"
pathSun_075032b0		She doesn't look convinced, but she relaxes a little.	game/script.rpy	1330	"[what]"
pathSun_e4fe9f87	s	That sounds lovely! Sure!	game/script.rpy	1336	s "[what]"
singSun_c239d2d0	s	You want to sing!?	game/script.rpy	1341	s "[what]"
singSun_6b33cc0d	s	With me!?	game/script.rpy	1342	s "[what]"
singSun_bd699289	s	I would LOVE to!	game/script.rpy	1344	s "[what]"
singSun_14606de3	s	Gee, nobody's ever asked me to sing with them before! 	game/script.rpy	1347	s "[what]"
singSun_b02a87ac	s	Do you know how hard it is to do a whole duet yourself? Like. "Anything You Can Do" somehow gets so degrading when you sing it alone.	game/script.rpy	1349	s "[what]"
musicalSun_7d207ca7	s	So what musical are we doing?	game/script.rpy	1357	s "[what]"
musicalSun_0ab16323	s	!!!	game/script.rpy	1362	s "[what]"
musicalSun_030a72b6	s	Oh! Um, sure! We can do that one!	game/script.rpy	1363	s "[what]"
musicalSun_cda0f502		She has the book and lyrics to "Oklahoma!" stored in her corner. You notice there are a few pages dog-eared.	game/script.rpy	1364	"[what]"
musicalSun_76429c3d	s	I guess we can start with "Kansas"? That's a fun song.	game/script.rpy	1366	s "[what]"
musicalSun_d6ab2e92		Dear God, her voice. It sounds like an alarm clock angrily making love to a frog. Still, her western accent is on point. She guides you through "Kansas" and "Oh, What a Beautiful Mornin'"	game/script.rpy	1368	"[what]"
musicalSun_a726004f		As you finish your song, you turn to a random page. It's "People Will Say We're in Love". There's a dozen little hearts drawn in the margins.	game/script.rpy	1369	"[what]"
musicalSun_b2dcfe05	s	Oh...	game/script.rpy	1371	s "[what]"
musicalSun_f6f1db5f	s	Yeah, I'm fine...	game/script.rpy	1375	s "[what]"
musicalSun_72102dee	s	This song just always reminds me of him...	game/script.rpy	1376	s "[what]"
musicalSun_cc167c72	s	No, not right now.	game/script.rpy	1383	s "[what]"
musicalSun_580a8f0a	s	Thank you, though. For asking.	game/script.rpy	1384	s "[what]"
musicalSun_79d05de3	s	What if we talked instead for a bit?	game/script.rpy	1386	s "[what]"
musicalSun_0a2ee290	s	N-no thanks. I don't feel like singing anymore.	game/script.rpy	1390	s "[what]"
musicalSun_676fff25	s	Could we just, uhm... chat instead? About other things?	game/script.rpy	1391	s "[what]"
musicalSun_c5825110	s	Okay, sure.	game/script.rpy	1396	s "[what]"
musicalSun_1a81f4a2	s	Yeah...	game/script.rpy	1399	s "[what]"
musicalSun_c9a00bcd	s	Yeah, good idea. Let's do that.	game/script.rpy	1401	s "[what]"
musicalSun_43fce73e	s	Oh, "Hamilton"! Sure, we could do that one!	game/script.rpy	1407	s "[what]"
musicalSun_c7d7c0e0		She has the book and lyrics to "Hamilton" stored in her corner.	game/script.rpy	1408	"[what]"
musicalSun_c145fc3c	s	I guess we can start with "Alexander Hamilton"? That's an iconic song.	game/script.rpy	1410	s "[what]"
musicalSun_c0dbef9f		You aren't prepared for how skilled she is at rapping. Like, she is freakily good. After playfully going through "Say No to This" and "What'd I Miss", you let her show off a little bit with "My Shot" and "Right Hand Man".	game/script.rpy	1413	"[what]"
musicalSun_a8a1874d	s	Whew! That might be all for me, I think I'm getting vocal fry!	game/script.rpy	1415	s "[what]"
musicalSun_aee35d14		You share a watering can as you catch your breath. After a few minutes, you get to talking.	game/script.rpy	1417	"[what]"
musicalSun_1b50dfb0		Naturally, you guys quickly transition to talking about yourselves.	game/script.rpy	1418	"[what]"
musicalSun_eb619674	s	Uh...	game/script.rpy	1422	s "[what]"
musicalSun_56c708a6	s	Shakespeare isn't a musical. It's not even a play. Shakespeare is a man.	game/script.rpy	1423	s "[what]"
musicalSun_0ab16323_1	s	!!!	game/script.rpy	1432	s "[what]"
musicalSun_937ed3bd	s	That's...	game/script.rpy	1433	s "[what]"
musicalSun_ddb168e5	s	MY FAVORITE! HOW DID YOU KNOW!?	game/script.rpy	1435	s "[what]"
musicalSun_ded0ac5c		She has the book and lyrics to "Ratatouille the Musical" stored in her corner. It's heavily worn and doggeared.	game/script.rpy	1436	"[what]"
musicalSun_c4c498d1	s	Oh! Let's start with "Trash is Our Treasure", it's so fun! Then maybe we can do "Rat's Way of Life", and then you can be young Ego in...	game/script.rpy	1438	s "[what]"
musicalSun_b3c4a15f		You wind up going through the entire musical. Dear God, her voice. It sounds like an alarm clock angrily making love to a frog. Still, her French accent is on point. Together you sing "Kitchen Tango" twice just for fun.	game/script.rpy	1441	"[what]"
musicalSun_850ac35b		By the end, you're both happily panting. That doesn't stop her from giving you an exhaustive explanation of how the musical was made. It's actually pretty interesting.	game/script.rpy	1442	"[what]"
musicalSun_66c2f243	s	Whew! I haven't had that much fun in... forever!	game/script.rpy	1444	s "[what]"
musicalSun_1b50dfb0_1		Naturally, you guys quickly transition to talking about yourselves.	game/script.rpy	1445	"[what]"
musicalSun_5bde5baf	s	Oh, that's sweet!	game/script.rpy	1450	s "[what]"
musicalSun_7ddb7432	s	I'd love to do my favorite...	game/script.rpy	1452	s "[what]"
musicalSun_0ee0c538	s	But you have to guess what it is!	game/script.rpy	1454	s "[what]"
selfStorySun_df9bb7d8	s	I've been hogging the whole day. Tell me about yourself!	game/script.rpy	1457	s "[what]"
pastSun_0892e50b		You two sit in the sun together as afternoon turns to evening. You tell her about your home and past. She listens eagerly.	game/script.rpy	1463	"[what]"
pastSun_95d3bc4e	s	Wow. Well I'm glad that everything in your life led you to this little shop, huh?	game/script.rpy	1465	s "[what]"
pastSun_7a411954	s	Oh, not really...	game/script.rpy	1474	s "[what]"
pastSun_b5baef2a	s	It sort of just... worked out that way...	game/script.rpy	1476	s "[what]"
pastSun_b2dcfe05	s	Oh...	game/script.rpy	1481	s "[what]"
pastSun_eb619674	s	Uh...	game/script.rpy	1482	s "[what]"
pastSun_8f0e1a82	s	Er, I mean! Yeah! Absolutely! Woo, Valentine's Day!	game/script.rpy	1484	s "[what]"
pastSun_999d2eee	s	Yup! Fine!	game/script.rpy	1488	s "[what]"
pastSun_3c92e1a2	s	I'm as happy as a cock's comb! Yup yup!	game/script.rpy	1489	s "[what]"
pastSun_e1758bfc	s	Yeah, super cool! All the smiles and love...	game/script.rpy	1493	s "[what]"
pastSun_00656f6d	s	It's... so great...	game/script.rpy	1494	s "[what]"
pastSun_d863e7fa	s	All the time. It was so beautiful. I mean gee, it was a sunflower field, it was where I belonged!	game/script.rpy	1503	s "[what]"
sadSceneSunFlower_0ab16323	s	!!!	game/script.rpy	1508	s "[what]"
sadSceneSunFlower_e8a331c8	s	I...	game/script.rpy	1509	s "[what]"
sadSceneSunFlower_457d3a9b	s	He's...	game/script.rpy	1510	s "[what]"
sadSceneSunFlower_cd28c18b	s	He's nobody! Just a guy I knew once!	game/script.rpy	1512	s "[what]"
sadSceneSunFlower_4b06981f	s	He's irrelevant! I don't... care...	game/script.rpy	1513	s "[what]"
sadSceneSunFlower_38fab631	s	Care about him at all!	game/script.rpy	1514	s "[what]"
reflectionSun_e1554201	s	...	game/script.rpy	1517	s "[what]"
reflectionSun_bbaef819	s	It couldn't last forever. I mean, nothing can, right?	game/script.rpy	1518	s "[what]"
reflectionSun_81e6f914	s	But for a while there, he really made me believe it could last forever.	game/script.rpy	1519	s "[what]"
reflectionSun_8298a6cf	s	Oh! I mean...	game/script.rpy	1526	s "[what]"
reflectionSun_bcf6dce9	s	It's fine! I'm fine! Nothing sorry here!	game/script.rpy	1528	s "[what]"
reflectionSun_3c92e1a2	s	I'm as happy as a cock's comb! Yup yup!	game/script.rpy	1529	s "[what]"
reflectionSun_3d270fbc	s	Yeah... no matter how much you want it to, huh?	game/script.rpy	1533	s "[what]"
reflectionSun_f6087938	s	Uh, I mean...	game/script.rpy	1535	s "[what]"
reflectionSun_e3c82dbe	s	It's fine! I'm fine! No worries!	game/script.rpy	1538	s "[what]"
reflectionSun_3c92e1a2_1	s	I'm as happy as a cock's comb! Yup yup!	game/script.rpy	1539	s "[what]"
SunOkay_1e6ffcb3		She's smiling so hard it doesn't look comfortable.	game/script.rpy	1543	"[what]"
SunOkay_e1554201	s	...	game/script.rpy	1547	s "[what]"
SunOkay_e1554201_1	s	...	game/script.rpy	1549	s "[what]"
SunOkay_e1554201_2	s	...	game/script.rpy	1551	s "[what]"
SunOkay_a03b41d0	s	Yeah!	game/script.rpy	1556	s "[what]"
SunOkay_e1554201_3	s	...	game/script.rpy	1557	s "[what]"
SunOkay_686647d1	s	Did I...	game/script.rpy	1558	s "[what]"
SunOkay_a01ffa91	s	Did I break character?	game/script.rpy	1560	s "[what]"
SunOkay_fdd3ef12	s	Did I make things weird?	game/script.rpy	1562	s "[what]"
sunBreakdown_e1554201	s	...	game/script.rpy	1566	s "[what]"
sunBreakdown_f3d216ef	s	Chrys... can I tell you something?	game/script.rpy	1567	s "[what]"
sunBreakdown_2401018d	s	I... left home after my boyfriend broke up with me.	game/script.rpy	1568	s "[what]"
sunBreakdown_5870c366	s	It shouldn't have hurt me as much as it did...	game/script.rpy	1569	s "[what]"
sunBreakdown_6c5ddac1	s	But I was devestated. And it made me realize... like...	game/script.rpy	1570	s "[what]"
sunBreakdown_3902e54c	s	...When sunflowers can’t find the sun, they look to each other.	game/script.rpy	1571	s "[what]"
sunBreakdown_62c810e4	s	But I don't. I feel like I look to other people first. I want them to like me...	game/script.rpy	1572	s "[what]"
sunBreakdown_236bbc71	s	I want them to like me more than I even want sunshine.	game/script.rpy	1573	s "[what]"
sunBreakdown_77ee7366	s	Huh?	game/script.rpy	1581	s "[what]"
sunBreakdown_e1554201_1	s	...	game/script.rpy	1598	s "[what]"
sunBreakdown_a1d69e8d		She starts to cry.	game/script.rpy	1599	"[what]"
sunBreakdown_3dafae8d	s	I'm sorry... I just...	game/script.rpy	1601	s "[what]"
sunBreakdown_31619596	s	I don't like musicals.	game/script.rpy	1602	s "[what]"
sunBreakdown_eb42ce32	s	I mean... I don't like acting. I just like singing.	game/script.rpy	1606	s "[what]"
sunBreakdown_1b076d7b	s	I HATE acting!	game/script.rpy	1608	s "[what]"
sunBreakdown_b4b95e28	s	I don't! I don't have to act for anybody!	game/script.rpy	1612	s "[what]"
sunBreakdown_6bf35e54	s	Chrys! I! Am! So! Sad!	game/script.rpy	1613	s "[what]"
sunBreakdown_cea0c77f	s	And that's...	game/script.rpy	1615	s "[what]"
sunBreakdown_fc700971	s	That's okay. And it feels really good to finally say.	game/script.rpy	1617	s "[what]"
dateEndingFinaleSun_5f96cdf8	s	...Thank you.	game/script.rpy	1631	s "[what]"
dateEndingFinaleSun_62f81795	s	For letting me tell you this. And the whole date. I really did have a good time.	game/script.rpy	1633	s "[what]"
dateEndingFinaleSun_339869b0	s	Hehe, gee. I'm really not ready for Valentine's Day tomorrow.	game/script.rpy	1635	s "[what]"
dateEndingFinaleSun_e9c14ca6	s	Oh well. It's gonna happen whether I like it or not.	game/script.rpy	1637	s "[what]"
dateEndingFinaleSun_1f9f8e84	s	Hehe, I am! I can HATE it!!!	game/script.rpy	1642	s "[what]"
dateEndingFinaleSun_a2106a00		She seems very excited by the prospect of hate. She's practically vibrating.	game/script.rpy	1643	"[what]"
dateEndingFinaleSun_b08c1752	s	I should probably get to bed. Maybe I'll see you tomorrow?	game/script.rpy	1644	s "[what]"
dateEndingFinaleSun_b177084e	s	Night, Chrys.	game/script.rpy	1648	s "[what]"
dateEndingFinaleSun_c2ccbb8a		That night, as you go to flowerbed, you realize there's something you want to ask Sunny in the morning.	game/script.rpy	1650	"[what]"
dateEndingFinaleSun_edc00147		The next day...	game/script.rpy	1651	"[what]"
dateEndingFinaleSun_a1f6f7e4		You head to Sunflower's spot. She's soaking in the sun, but you notice she looks a little wilted.	game/script.rpy	1653	"[what]"
dateEndingFinaleSun_cdf93508	s	Good morning!	game/script.rpy	1655	s "[what]"
dateEndingFinaleSun_f9a7b39a	s	Yup! I know I'm a little wilted. I cried a bunch last night. It was...	game/script.rpy	1659	s "[what]"
dateEndingFinaleSun_9086e606	s	AMAZING! CRYING WHEN YOU'RE SAD FEELS GREAT!	game/script.rpy	1661	s "[what]"
dateEndingFinaleSun_2a85b8fc	s	Sure! What's up?	game/script.rpy	1669	s "[what]"
dateEndingFinaleSun_0ab16323	s	!!!	game/script.rpy	1677	s "[what]"
dateEndingFinaleSun_0c8160c0	s	You...	game/script.rpy	1678	s "[what]"
dateEndingFinaleSun_4c79a9bd	s	You want me to be your Valentine!?	game/script.rpy	1679	s "[what]"
dateEndingFinaleSun_ccbb36d4	s	Chrys, that's so sweet.	game/script.rpy	1681	s "[what]"
SunGoodEnding_1a3f60df	s	...Can I tell you something, again?	game/script.rpy	1688	s "[what]"
SunGoodEnding_7df6956d	s	I'm scared.	game/script.rpy	1689	s "[what]"
SunGoodEnding_76a7ef55	s	I'm scared that if I date somebody right now, I'll try to find my happiness through them.	game/script.rpy	1690	s "[what]"
SunGoodEnding_3c7a3a22	s	I'm scared I'm not emotionally ready for a relationship.	game/script.rpy	1691	s "[what]"
SunGoodEnding_cf171cfc	s	But you...	game/script.rpy	1693	s "[what]"
SunGoodEnding_6fc6ad6e	s	You make me want to try anyway. I genuinely believe that you'll support me.	game/script.rpy	1694	s "[what]"
SunGoodEnding_d2ff408c	s	So if you're okay with that, with me still figuring it out...	game/script.rpy	1695	s "[what]"
SunGoodEnding_6787b3c5	s	Then I'd love to be your Valentine.	game/script.rpy	1696	s "[what]"
SunGoodEnding_629f1c49		She leans down and kisses you.	game/script.rpy	1698	"[what]"
SunGoodEnding_bb3e2570		You two spend the rest of the day together in the window.	game/script.rpy	1699	"[what]"
SunGoodEnding_910f29b4		In the evening, a patron comes into the shop and buys both of you, together.	game/script.rpy	1700	"[what]"
SunGoodEnding_94c90c80		You expect her to be nervous. But when you glance over at her, she's smiling, that big grin that looks impossibly wide.	game/script.rpy	1701	"[what]"
SunGoodEnding_6af2bee4		But this time, it looks genuine.	game/script.rpy	1702	"[what]"
SunBadEnding_0224ce40	s	But no. 	game/script.rpy	1709	s "[what]"
SunBadEnding_d2873567	s	Last night, I realized something.	game/script.rpy	1711	s "[what]"
SunBadEnding_8efe53ac	s	If I keep trying so hard to make other people like me, I'll only ever like myself as much as everbody else does.	game/script.rpy	1712	s "[what]"
SunBadEnding_416be000	s	I don't think I'll be ready for a relationship until I learn to love myself no matter what people think of me.	game/script.rpy	1713	s "[what]"
SunBadEnding_6f340993	s	I'm sorry, Chrys. I hope you don't hate me for this.	game/script.rpy	1714	s "[what]"
SunBadEnding_2e0607e2	s	Oh... okay.	game/script.rpy	1719	s "[what]"
SunBadEnding_c6c039a9	s	I'm sor--	game/script.rpy	1720	s "[what]"
SunBadEnding_430e0c0d	s	Actually, no. That's okay.	game/script.rpy	1722	s "[what]"
SunBadEnding_51609092	s	You're allowed to hate me. I hope...	game/script.rpy	1723	s "[what]"
SunBadEnding_9eb5d2e2	s	I hope it makes you happy.	game/script.rpy	1724	s "[what]"
SunBadEnding_c012cb1b	s	Thank you. I knew you'd understand. 	game/script.rpy	1728	s "[what]"
SunBadEnding_2b1f61da		She gives you a little kiss on the petal.	game/script.rpy	1729	"[what]"
SunBadEnding_00d34b34	s	Maybe someday.	game/script.rpy	1731	s "[what]"
SunBadEnding_5db88077	s	But right now... I hope you still have a good Valentine's Day.	game/script.rpy	1732	s "[what]"
SunBadEnding_ec2fc71b		Later that day, Sunny gets bought, alone.	game/script.rpy	1733	"[what]"
SunBadEnding_f9377ccf		She seems excited. She sings a little riff of "Wicked" and it shatters the shop door.	game/script.rpy	1734	"[what]"
SunBadEnding_6f52c95c		You're not sure if you'll see her again.	game/script.rpy	1735	"[what]"
mushRoute_d539819f		Sunflower eventually returns, a bit more calm and collected, and you pass the time shooting the wind with her. By the time you stop, a good amount of time has passed.	game/script.rpy	1745	"[what]"
mushRoute_0306b3a0	s	Oh, you're visiting HIM?	game/script.rpy	1750	s "[what]"
mushRoute_b2af6153	s	Well, just be careful! He should be right up by the big crack in the wall.	game/script.rpy	1752	s "[what]"
mushRoute_1fc65f63	s	Have fun!	game/script.rpy	1754	s "[what]"
mushRoute_5dc67ea2		Making your way through the crack in the wall that clearly has fungus growing out of it (how does the shop owner not notice that), you find yourself surrounded by fungi of all kinds.	game/script.rpy	1760	"[what]"
mushRoute_99d5f692		Of course, there’s one fun guy in particular you’re looking for. And you spot them…	game/script.rpy	1761	"[what]"
mushRoute_ce617998		…	game/script.rpy	1763	"[what]"
mushRoute_b9aa6528		Doing a handstand?	game/script.rpy	1764	"[what]"
mushRoute_8b9c110b		Yeah, no bones about it, that’s what they’re doing. Looks like they’re meditating.	game/script.rpy	1765	"[what]"
mushRoute_4d9cd3a4	m	WAAAHHHH!	game/script.rpy	1771	m "[what]"
mushRoute_f806165e		Understandably startled, they collapse to the ground. Trying to play it off like they didn’t have the spores scared out of them, they dust themselves off as they regard you with a warm smile.	game/script.rpy	1773	"[what]"
mushRoute_222899f4	m	Heh, tryna’ gimme a scare, huh? Kudos for trying, but it’s gonna take more than that to scare the cap off of my head!	game/script.rpy	1775	m "[what]"
mushRoute_88529567	m	Well we’ll see about that, sapling!	game/script.rpy	1779	m "[what]"
mushRoute_a5756eb4	m	Oh, hey. Didn’t hear ya come in.	game/script.rpy	1785	m "[what]"
mushRoute_f3eb3bac		They carefully lower themselves from their handstand and turn to face you.	game/script.rpy	1787	"[what]"
mushRoute_21b23482	m	I must be losing my touch, if I can’t even sense a lone flower comin’ up behind me.	game/script.rpy	1788	m "[what]"
mushRoute_b9b7857a	m	Heh, when ya live dangerously like I do, you always gotta be on alert for danger, sapling. That’s rule numero uno of this crazy flowerbed we call life!	game/script.rpy	1793	m "[what]"
mushHelp_da96185f	m	Anyway, how can I help ya? If ya wanna practice fungffiti, ask some other plant. I got a pretty busy schedule ahead of me...	game/script.rpy	1800	m "[what]"
mushHelp_29f1e957	m	I’m sorry, sapling. I know, my home ain’t exactly easy to get to…	game/script.rpy	1807	m "[what]"
mushHelp_84eca943	m	Why’d you come out here anyways?	game/script.rpy	1809	m "[what]"
mushHelp_56f39a03	m	W-wait, really?	game/script.rpy	1816	m "[what]"
mushHelp_d8e28842	m	Uh, I mean-	game/script.rpy	1817	m "[what]"
mushHelp_3572a8dc	m	FUNG YEAH YOU DO!	game/script.rpy	1819	m "[what]"
mushHelp_628e08ad		"FUNG YEAH" indeed.	game/script.rpy	1820	"[what]"
mushHelp_8f652280	m	Heh, well if that’s the case I could make some time for you. Yeah…	game/script.rpy	1821	m "[what]"
mushHelp_ad3f88cc	m	Oh! Uh, yeah I guess I did say that didn’t I?	game/script.rpy	1827	m "[what]"
mushHelp_01e4adb3	m	Well, y’know… I could be less busy for you, sapling…	game/script.rpy	1829	m "[what]"
mushHelp_e1d129c8		Suddenly, as if they’re trying to move past this moment of vulnerability…	game/script.rpy	1830	"[what]"
mushHelp_5eb724fe	m	FUNGEDABOUTIT!	game/script.rpy	1833	m "[what]"
mushHelp_b127a1dd	m	What’re we waiting around here for? Let’s get goin’!	game/script.rpy	1834	m "[what]"
mushHelp_047958a3		And just like that the two of you are off! The two of you spend the day drawing fungffiti, practicing sick flips, and popping ruder squats! It’s the raddest day you’ve ever had. Almost perfect.	game/script.rpy	1836	"[what]"
mushHelp_f26dfcd4		Almost perfect because the whole time something seems off about Mushroom. Like they aren’t putting their full heart into your radivities. Rad activities.	game/script.rpy	1837	"[what]"
mushHelp_10ca204e	m	Heh, that was a pretty rude squat you pulled, but why don’t ya peep this!	game/script.rpy	1839	m "[what]"
mushHelp_8288e323		They pop a squat. It’s… lacking.	game/script.rpy	1840	"[what]"
mushHelp_99d0e0ac	m	Ya gotta harsh my mellow like that?	game/script.rpy	1845	m "[what]"
mushHelp_18fbe66e	m	But since you mentioned it, something is bothering me…	game/script.rpy	1847	m "[what]"
mushHelp_58975272	m	Something bothering me? Me?	game/script.rpy	1850	m "[what]"
mushHelp_de177fea	m	Actually… yeah. There is.	game/script.rpy	1852	m "[what]"
mushHelp_ae2fc659	m	It’s stupid, I should be enjoying myself but I can’t help but think about how this can’t last. Us hanging out like this.	game/script.rpy	1854	m "[what]"
mushHelp_2b859860		They sigh, releasing a small puff of spores.	game/script.rpy	1858	"[what]"
mushHelp_6ba28fcd	m	Sapling… you just don’t get it.	game/script.rpy	1860	m "[what]"
mushHelp_24d2dc14	m	Looks like you landed the proboscis in the nectar, sapling…	game/script.rpy	1863	m "[what]"
mushHelp_448e6fd1	m	Someday, probably soon, you’ll get bought and then it’ll just be me again.	game/script.rpy	1866	m "[what]"
mushHelp_e728c394	m	But that’s just the life of a lone fungus like me, amirite?	game/script.rpy	1869	m "[what]"
mushHelp_0a85130c	m	I…	game/script.rpy	1874	m "[what]"
mushHelp_b651b270	m	Even if that’s true, who else do I have? No other fungus around here can match me, either in raw radness or even sentience!	game/script.rpy	1876	m "[what]"
mushHelp_d3416a20	m	With who? The plants in the shop? I ain’t exactly welcome by every plant.	game/script.rpy	1881	m "[what]"
mushHelp_786e3153	m	And the fungi around here don’t exactly make for great company. A bit lacking in both raw radness and sentience, you dig?	game/script.rpy	1882	m "[what]"
mushHelp_1da78027	m	Face it, you should just forget about me, sapling...	game/script.rpy	1883	m "[what]"
mushGoodEnding_112b667a	m	Huh?	game/script.rpy	1894	m "[what]"
mushGoodEnding_22d46cd1	m	Sapling…	game/script.rpy	1899	m "[what]"
mushGoodEnding_ad64a1a1	m	Fung yeah!	game/script.rpy	1902	m "[what]"
mushGoodEnding_aa1f5153	m	Sapling, I dare ya to stick with this bad boy to the end! In sick-nasty-ness and health!	game/script.rpy	1907	m "[what]"
mushGoodEnding_324df3a0		And just like that the two of you begin planning. Preparing for the sickest stunt ever.	game/script.rpy	1912	"[what]"
mushGoodEnding_2b643b97		When the day comes that you get bought, Mushroom will be right there with you. The plan is for them to sneak into the bouquet with you. Don’t worry, they’ve been practicing making themselves compact.	game/script.rpy	1913	"[what]"
mushGoodEnding_7e478854		Until that day comes, the two of you will spend your time drawing fungffiti, doing sicker flips, and aiming for the rudest squats to end all squats.	game/script.rpy	1914	"[what]"
mushBadEnding_35563e22		You try to find the words, but you just can’t. They’re right of course, and nothing you can think to say could change that.	game/script.rpy	1920	"[what]"
mushBadEnding_0812ef03		Before you head back home that day, Mushroom gives you their sunglasses. They don’t say anything, but you know it’s because they want you to remember them.	game/script.rpy	1921	"[what]"
mushBadEnding_cb46af1f		You get purchased in a lovely bouquet the next day, sooner than you would have thought. Though your time was brief, you’ll always have that one day. The raddest day you’ll ever have.	game/script.rpy	1922	"[what]"
RvCConflict_c3370e49		You decide to head over to Rose and Cactus. It seems Rose is focusing intently on Cactus’ words.	game/script.rpy	1930	"[what]"
RvCConflict_fa1b5484		Cactus notices you approaching.	game/script.rpy	1931	"[what]"
RvCConflict_46fa0db1	c	Well, hey there, new bud! Hope you’re doing well.	game/script.rpy	1933	c "[what]"
RvCConflict_38e6a153	c	I’m tryin’ to teach Rose some Southern slang and sayins’ since she wanted to learn, but…	game/script.rpy	1938	c "[what]"
RvCConflict_0c026dca	r	How Dee y’ee all, I sure do wreck on that this is some fine fancy day for some tooting and shooting...	game/script.rpy	1941	r "[what]"
RvCConflict_d28a9165	c	… No one speaks like that, Rose.	game/script.rpy	1944	c "[what]"
RvCConflict_d71ce233	r	Aww, shucks. 	game/script.rpy	1947	r "[what]"
RvCConflict_0adabc72	r	Oh?	game/script.rpy	1948	r "[what]"
RvCConflict_33dca2de	r	How do you do, Chrys. Tis a fine day that the Lord has made, ain’t it?	game/script.rpy	1950	r "[what]"
RvCConflict_211bf78e	r	Aww, aren’t you a sweetheart, sweetychums.	game/script.rpy	1957	r "[what]"
RvCConflict_2b28876a	r	I do declare, I’ve never been as righter as rain than where I stand.	game/script.rpy	1958	r "[what]"
RvCConflict_2bee6573	c	She’s fine, she’s just… Practicing.	game/script.rpy	1961	c "[what]"
RvCConflict_2fd39ca7	c	She’s been getting better though! Better than this morning.	game/script.rpy	1963	c "[what]"
RvCConflict_db07ee8c	c	Anyways, you’re just in time. I was about to teach Rose a new saying!	game/script.rpy	1965	c "[what]"
RvCConflict_5982219a	c	Here it is: God willin’ and the creek don’t rise.	game/script.rpy	1966	c "[what]"
RvCConflict_52b9cbe2	c	My ma would say this whenever we were in a tight stitch.	game/script.rpy	1968	c "[what]"
RvCConflict_42e70361	c	Kinda like saying “here’s hoping?”	game/script.rpy	1970	c "[what]"
RvCConflict_3c659a53	r	Oh, I see! It’s like that other saying you taught me the other day!	game/script.rpy	1973	r "[what]"
RvCConflict_8513e1c1	r	What was it…	game/script.rpy	1974	r "[what]"
RvCConflict_e0641793	r	Oh! Drenched like a water rat!	game/script.rpy	1975	r "[what]"
RvCConflict_da17f748	r	Uh… Not quite….	game/script.rpy	1978	r "[what]"
RvCConflict_59d862c9	r	Oh!	game/script.rpy	1981	r "[what]"
RvCConflict_1abac884	r	Um...Risk it for the biscuit?	game/script.rpy	1982	r "[what]"
RvCConflict_5987b8e6	c	Nah...	game/script.rpy	1985	c "[what]"
RvCConflict_4b6ca37a	r	Sweatin’ like a sinner at church on a Sunday?	game/script.rpy	1988	r "[what]"
RvCConflict_10a6eb95	c	Bless your heart.	game/script.rpy	1991	c "[what]"
RvCConflict_79a8ee6c	r	Oh, thank you?	game/script.rpy	1994	r "[what]"
RvCConflict_515aaaef	c	No it’s-- it’s fine. 	game/script.rpy	1997	c "[what]"
RvCConflict_7217f9bb	c	I think you mean “Doing it on a shotgun and a prayer,” right?	game/script.rpy	1998	c "[what]"
RvCConflict_17ab651e	r	Hmm…	game/script.rpy	2001	r "[what]"
RvCConflict_e9cb548b	r	No, I’m pretty sure it was the biscuit one.	game/script.rpy	2002	r "[what]"
RvCConflict_51290c00	c	Christ almighty, Rose.	game/script.rpy	2005	c "[what]"
RvCConflict_9c1a4fb5	r	Wait, I know how we can solve this.	game/script.rpy	2008	r "[what]"
RvCConflict_6e6d1842	r	Chrys, you seem like you know Southern sayings. Which is it? Risk it for the Biscuit or Shotgun and a Prayer?	game/script.rpy	2009	r "[what]"
RvCConflict_f64e8e7e	r	See! I’m ri- hold it right there!	game/script.rpy	2016	r "[what]"
RvCConflict_2652a868	r	Chrys!	game/script.rpy	2018	r "[what]"
RvCConflict_76a35d8d	c	No, wait. Chrys is right, you are trying your best. Southern slang is a beast of its own.	game/script.rpy	2021	c "[what]"
RvCConflict_69b368d9	c	And I really do appreciate you going out of your way to try and learn it! It warms my little Texan heart.	game/script.rpy	2023	c "[what]"
RvCConflict_ccb6e14a	r	Oh? Um…haha, I wasn’t expecting such a warm reception, especially with how rough my learning is.	game/script.rpy	2026	r "[what]"
RvCConflict_f63aa6e0	r	I hope I didn’t make you feel uncomfortable.	game/script.rpy	2027	r "[what]"
RvCConflict_d968246f	c	Nah, Rose. The only thing ‘bout you that could hurt anyone’s your thorns.	game/script.rpy	2030	c "[what]"
RvCConflict_5c985948	r	I’m really happy to hear that!	game/script.rpy	2033	r "[what]"
RvCConflict_fc700703		Suddenly, you hear shouting and aggressive quoting of Shakespeare in the distance. 	game/script.rpy	2034	"[what]"
RvCConflict_afc220ed	c	Ah…	game/script.rpy	2036	c "[what]"
RvCConflict_e763b1b4	c	if Y’all don’t mind, It sounds like there’s some trouble brewing over there.	game/script.rpy	2037	c "[what]"
RvCConflict_e24dbc49	c	I’ll go ahead and deal with it. Y’all can keep talking.	game/script.rpy	2038	c "[what]"
RvCConflict_5d41ce50	r	Oh, see you soon!	game/script.rpy	2040	r "[what]"
RvCConflict_1bbf3bd4	r	Aw shoot. I’m really trying over here.	game/script.rpy	2045	r "[what]"
